x-axis,1
second,Volt
-10.00000E-03,-38.08040E-03
-9.99000E-03,-32.11483E-03
-9.98000E-03,-30.04020E-03
-9.97000E-03,-28.22389E-03
-9.96000E-03,-29.78189E-03
-9.95000E-03,-18.62569E-03
-9.94000E-03,-22.00000E-03
-9.93000E-03,-20.44200E-03
-9.92000E-03,-13.95980E-03
-9.91000E-03,-8.51086E-03
-9.90000E-03,-5.91960E-03
-9.89000E-03,+820.92E-06
-9.88000E-03,+2.12060E-03
-9.87000E-03,+2.12060E-03
-9.86000E-03,+7.04481E-03
-9.85000E-03,+2.12060E-03
-9.84000E-03,+3.15386E-03
-9.83000E-03,+7.05291E-03
-9.82000E-03,+15.34332E-03
-9.81000E-03,+18.20100E-03
-9.80000E-03,+26.24121E-03
-9.79000E-03,+26.24121E-03
-9.78000E-03,+34.28141E-03
-9.77000E-03,+34.28141E-03
-9.76000E-03,+34.28141E-03
-9.75000E-03,+34.28141E-03
-9.74000E-03,+42.32161E-03
-9.73000E-03,+42.32161E-03
-9.72000E-03,+50.36181E-03
-9.71000E-03,+54.51917E-03
-9.70000E-03,+58.40201E-03
-9.69000E-03,+58.40201E-03
-9.68000E-03,+56.33549E-03
-9.67000E-03,+58.40201E-03
-9.66000E-03,+64.61779E-03
-9.65000E-03,+74.23220E-03
-9.64000E-03,+72.15757E-03
-9.63000E-03,+74.48241E-03
-9.62000E-03,+74.48241E-03
-9.61000E-03,+82.52261E-03
-9.60000E-03,+87.97966E-03
-9.59000E-03,+87.18040E-03
-9.58000E-03,+97.29523E-03
-9.57000E-03,+90.56281E-03
-9.56000E-03,+98.60301E-03
-9.55000E-03,+108.43521E-03
-9.54000E-03,+106.64321E-03
-9.53000E-03,+105.61806E-03
-9.52000E-03,+111.58363E-03
-9.51000E-03,+114.68342E-03
-9.50000E-03,+115.47457E-03
-9.49000E-03,+121.44014E-03
-9.48000E-03,+118.04152E-03
-9.47000E-03,+117.29089E-03
-9.46000E-03,+130.23098E-03
-9.45000E-03,+130.76382E-03
-9.44000E-03,+135.18760E-03
-9.43000E-03,+144.49506E-03
-9.42000E-03,+138.80402E-03
-9.41000E-03,+140.60412E-03
-9.40000E-03,+146.84422E-03
-9.39000E-03,+152.79358E-03
-9.38000E-03,+154.88442E-03
-9.37000E-03,+156.94284E-03
-9.36000E-03,+162.92462E-03
-9.35000E-03,+162.92462E-03
-9.34000E-03,+162.92462E-03
-9.33000E-03,+168.64809E-03
-9.32000E-03,+167.31598E-03
-9.31000E-03,+170.96482E-03
-9.30000E-03,+170.96482E-03
-9.29000E-03,+179.00502E-03
-9.28000E-03,+182.39554E-03
-9.27000E-03,+187.04522E-03
-9.26000E-03,+194.32669E-03
-9.25000E-03,+189.87859E-03
-9.24000E-03,+195.08542E-03
-9.23000E-03,+202.06805E-03
-9.22000E-03,+202.10857E-03
-9.21000E-03,+200.03394E-03
-9.20000E-03,+203.12563E-03
-9.19000E-03,+217.60750E-03
-9.18000E-03,+209.89046E-03
-9.17000E-03,+215.85603E-03
-9.16000E-03,+213.78140E-03
-9.15000E-03,+219.20603E-03
-9.14000E-03,+220.73971E-03
-9.13000E-03,+227.24623E-03
-9.12000E-03,+227.24623E-03
-9.11000E-03,+227.52886E-03
-9.10000E-03,+235.28643E-03
-9.09000E-03,+235.28643E-03
-9.08000E-03,+237.38537E-03
-9.07000E-03,+235.31074E-03
-9.06000E-03,+245.37694E-03
-9.05000E-03,+243.32663E-03
-9.04000E-03,+243.32663E-03
-9.03000E-03,+259.40703E-03
-9.02000E-03,+247.94389E-03
-9.01000E-03,+255.75009E-03
-9.00000E-03,+259.40703E-03
-8.99000E-03,+251.85915E-03
-8.98000E-03,+264.88029E-03
-8.97000E-03,+267.44723E-03
-8.96000E-03,+267.44723E-03
-8.95000E-03,+275.48743E-03
-8.94000E-03,+275.48743E-03
-8.93000E-03,+272.34712E-03
-8.92000E-03,+276.55312E-03
-8.91000E-03,+283.52764E-03
-8.90000E-03,+275.48743E-03
-8.89000E-03,+288.68584E-03
-8.88000E-03,+298.80067E-03
-8.87000E-03,+292.83510E-03
-8.86000E-03,+299.60804E-03
-8.85000E-03,+294.19152E-03
-8.84000E-03,+299.60804E-03
-8.83000E-03,+299.60804E-03
-8.82000E-03,+304.04803E-03
-8.81000E-03,+307.64824E-03
-8.80000E-03,+307.64824E-03
-8.79000E-03,+313.90455E-03
-8.78000E-03,+319.87012E-03
-8.77000E-03,+315.68844E-03
-8.76000E-03,+315.68844E-03
-8.75000E-03,+323.72864E-03
-8.74000E-03,+323.72864E-03
-8.73000E-03,+328.07137E-03
-8.72000E-03,+323.95454E-03
-8.71000E-03,+331.76884E-03
-8.70000E-03,+331.76884E-03
-8.69000E-03,+338.21862E-03
-8.68000E-03,+339.80904E-03
-8.67000E-03,+339.80904E-03
-8.66000E-03,+339.80904E-03
-8.65000E-03,+347.84924E-03
-8.64000E-03,+347.84924E-03
-8.63000E-03,+350.66640E-03
-8.62000E-03,+347.84924E-03
-8.61000E-03,+348.92303E-03
-8.60000E-03,+363.92964E-03
-8.59000E-03,+355.88944E-03
-8.58000E-03,+358.77954E-03
-8.57000E-03,+363.11417E-03
-8.56000E-03,+363.92964E-03
-8.55000E-03,+368.63606E-03
-8.54000E-03,+366.56143E-03
-8.53000E-03,+371.96985E-03
-8.52000E-03,+371.96985E-03
-8.51000E-03,+368.37774E-03
-8.50000E-03,+380.01005E-03
-8.49000E-03,+371.96985E-03
-8.48000E-03,+381.78583E-03
-8.47000E-03,+380.01005E-03
-8.46000E-03,+385.93509E-03
-8.45000E-03,+380.01005E-03
-8.44000E-03,+388.05025E-03
-8.43000E-03,+388.05025E-03
-8.42000E-03,+388.05025E-03
-8.41000E-03,+403.91286E-03
-8.40000E-03,+390.34267E-03
-8.39000E-03,+391.72340E-03
-8.38000E-03,+396.09045E-03
-8.37000E-03,+404.13065E-03
-8.36000E-03,+401.57991E-03
-8.35000E-03,+404.13065E-03
-8.34000E-03,+404.13065E-03
-8.33000E-03,+404.13065E-03
-8.32000E-03,+412.17085E-03
-8.31000E-03,+412.17085E-03
-8.30000E-03,+413.25274E-03
-8.29000E-03,+413.16359E-03
-8.28000E-03,+417.14368E-03
-8.27000E-03,+420.21105E-03
-8.26000E-03,+420.21105E-03
-8.25000E-03,+420.21105E-03
-8.24000E-03,+420.21105E-03
-8.23000E-03,+420.21105E-03
-8.22000E-03,+428.25125E-03
-8.21000E-03,+429.76062E-03
