x-axis,F1
+11.200E+03,-71.17712E+00
+11.300E+03,-74.19798E+00
+11.400E+03,-74.76966E+00
+11.500E+03,-74.71968E+00
+11.600E+03,-71.17244E+00
+11.700E+03,-75.48198E+00
+11.800E+03,-81.80458E+00
+11.900E+03,-79.21834E+00
+12.000E+03,-73.64122E+00
+12.100E+03,-88.07427E+00
+12.200E+03,-74.83243E+00
+12.300E+03,-76.61563E+00
+12.400E+03,-72.00496E+00
+12.500E+03,-69.84019E+00
+12.600E+03,-70.98706E+00
+12.700E+03,-73.83804E+00
+12.800E+03,-67.90367E+00
+12.900E+03,-73.50583E+00
+13.000E+03,-73.76479E+00
+13.100E+03,-72.21201E+00
+13.200E+03,-72.46866E+00
+13.300E+03,-81.31622E+00
+13.400E+03,-80.71492E+00
+13.500E+03,-75.17680E+00
+13.600E+03,-75.57466E+00
+13.700E+03,-74.09672E+00
+13.800E+03,-71.13740E+00
+13.900E+03,-71.73545E+00
+14.000E+03,-71.26955E+00
+14.100E+03,-78.58293E+00
+14.200E+03,-72.57580E+00
+14.300E+03,-69.31273E+00
+14.400E+03,-80.54679E+00
+14.500E+03,-75.58885E+00
+14.600E+03,-72.75297E+00
+14.700E+03,-76.62885E+00
+14.800E+03,-76.60752E+00
+14.900E+03,-81.87501E+00
+15.000E+03,-69.64780E+00
+15.100E+03,-73.42967E+00
+15.200E+03,-82.29929E+00
+15.300E+03,-69.15817E+00
+15.400E+03,-76.54461E+00
+15.500E+03,-78.25569E+00
+15.600E+03,-76.29310E+00
+15.700E+03,-73.75718E+00
+15.800E+03,-71.99954E+00
+15.900E+03,-69.93932E+00
+16.000E+03,-77.08148E+00
+16.100E+03,-73.37650E+00
+16.200E+03,-71.15581E+00
+16.300E+03,-76.96832E+00
+16.400E+03,-70.64445E+00
+16.500E+03,-76.89211E+00
+16.600E+03,-79.42572E+00
+16.700E+03,-71.18644E+00
+16.800E+03,-73.23017E+00
+16.900E+03,-76.48379E+00
+17.000E+03,-68.54110E+00
+17.100E+03,-75.72683E+00
+17.200E+03,-76.33475E+00
+17.300E+03,-75.73798E+00
+17.400E+03,-73.69293E+00
+17.500E+03,-85.45188E+00
+17.600E+03,-73.05858E+00
+17.700E+03,-67.82783E+00
+17.800E+03,-68.60076E+00
+17.900E+03,-70.91471E+00
+18.000E+03,-80.92765E+00
+18.100E+03,-68.46098E+00
+18.200E+03,-77.66327E+00
+18.300E+03,-82.16293E+00
+18.400E+03,-68.93266E+00
+18.500E+03,-71.50393E+00
+18.600E+03,-85.69748E+00
+18.700E+03,-80.50192E+00
+18.800E+03,-81.36631E+00
+18.900E+03,-77.46883E+00
+19.000E+03,-82.78755E+00
+19.100E+03,-72.00811E+00
+19.200E+03,-73.37974E+00
+19.300E+03,-68.84119E+00
+19.400E+03,-69.19703E+00
+19.500E+03,-71.90785E+00
+19.600E+03,-75.76806E+00
+19.700E+03,-79.52758E+00
+19.800E+03,-74.24420E+00
+19.900E+03,-80.84839E+00
+20.000E+03,-76.16065E+00
+20.100E+03,-79.22046E+00
+20.200E+03,-69.27521E+00
+20.300E+03,-99.50611E+00
+20.400E+03,-69.77338E+00
+20.500E+03,-76.49468E+00
+20.600E+03,-75.98262E+00
+20.700E+03,-73.64101E+00
+20.800E+03,-71.35573E+00
+20.900E+03,-78.34255E+00
+21.000E+03,-78.10417E+00
+21.100E+03,-75.13305E+00
+21.200E+03,-66.46806E+00
+21.300E+03,-74.78557E+00
+21.400E+03,-66.87664E+00
+21.500E+03,-69.53964E+00
+21.600E+03,-69.46634E+00
+21.700E+03,-72.10095E+00
+21.800E+03,-73.67422E+00
+21.900E+03,-68.16635E+00
+22.000E+03,-68.84744E+00
+22.100E+03,-76.02129E+00
+22.200E+03,-72.17297E+00
+22.300E+03,-69.56115E+00
+22.400E+03,-74.59385E+00
+22.500E+03,-72.72181E+00
+22.600E+03,-74.83790E+00
+22.700E+03,-69.92272E+00
+22.800E+03,-75.06634E+00
+22.900E+03,-69.32820E+00
+23.000E+03,-71.85356E+00
+23.100E+03,-89.48468E+00
+23.200E+03,-78.96363E+00
+23.300E+03,-76.65114E+00
+23.400E+03,-73.37094E+00
+23.500E+03,-72.84072E+00
+23.600E+03,-74.80173E+00
+23.700E+03,-70.81522E+00
+23.800E+03,-72.71244E+00
+23.900E+03,-78.69254E+00
+24.000E+03,-71.11544E+00
+24.100E+03,-80.51052E+00
+24.200E+03,-74.82723E+00
+24.300E+03,-72.59384E+00
+24.400E+03,-66.04153E+00
+24.500E+03,-87.18823E+00
+24.600E+03,-69.45054E+00
+24.700E+03,-77.22444E+00
+24.800E+03,-87.63471E+00
+24.900E+03,-85.87307E+00
+25.000E+03,-75.90112E+00
+25.100E+03,-82.07517E+00
+25.200E+03,-75.82947E+00
+25.300E+03,-72.73132E+00
+25.400E+03,-70.07326E+00
+25.500E+03,-70.44896E+00
+25.600E+03,-67.77518E+00
+25.700E+03,-65.11787E+00
+25.800E+03,-77.25879E+00
+25.900E+03,-64.80124E+00
+26.000E+03,-74.01329E+00
+26.100E+03,-72.04531E+00
+26.200E+03,-76.12820E+00
+26.300E+03,-73.77551E+00
+26.400E+03,-74.98218E+00
+26.500E+03,-69.37906E+00
+26.600E+03,-76.17057E+00
+26.700E+03,-65.52319E+00
+26.800E+03,-80.79207E+00
+26.900E+03,-74.52710E+00
+27.000E+03,-70.33474E+00
+27.100E+03,-69.73973E+00
+27.200E+03,-77.53606E+00
+27.300E+03,-75.84767E+00
+27.400E+03,-79.51656E+00
+27.500E+03,-75.89429E+00
+27.600E+03,-73.60973E+00
+27.700E+03,-78.70363E+00
+27.800E+03,-63.91734E+00
+27.900E+03,-70.23419E+00
+28.000E+03,-71.23306E+00
+28.100E+03,-76.11047E+00
+28.200E+03,-87.47497E+00
+28.300E+03,-82.30869E+00
+28.400E+03,-70.26711E+00
+28.500E+03,-75.94074E+00
+28.600E+03,-78.41883E+00
+28.700E+03,-75.07225E+00
+28.800E+03,-71.04703E+00
+28.900E+03,-81.44336E+00
+29.000E+03,-72.54798E+00
+29.100E+03,-84.44730E+00
+29.200E+03,-71.13623E+00
+29.300E+03,-81.22026E+00
+29.400E+03,-78.52542E+00
+29.500E+03,-68.61063E+00
+29.600E+03,-69.19975E+00
+29.700E+03,-78.70936E+00
+29.800E+03,-71.07330E+00
+29.900E+03,-82.22731E+00
+30.000E+03,-79.00169E+00
+30.100E+03,-70.27707E+00
+30.200E+03,-76.42381E+00
+30.300E+03,-75.04611E+00
+30.400E+03,-73.87787E+00
+30.500E+03,-73.36725E+00
+30.600E+03,-70.98122E+00
+30.700E+03,-70.85936E+00
+30.800E+03,-82.31842E+00
+30.900E+03,-65.77347E+00
+31.000E+03,-82.87005E+00
+31.100E+03,-72.54458E+00
+31.200E+03,-76.10367E+00
+31.300E+03,-67.18999E+00
+31.400E+03,-72.19219E+00
+31.500E+03,-79.74433E+00
+31.600E+03,-71.05380E+00
+31.700E+03,-70.24954E+00
+31.800E+03,-78.02475E+00
+31.900E+03,-71.19450E+00
+32.000E+03,-75.47246E+00
+32.100E+03,-74.12707E+00
+32.200E+03,-68.59391E+00
+32.300E+03,-65.60425E+00
+32.400E+03,-76.11996E+00
+32.500E+03,-74.36687E+00
+32.600E+03,-69.78680E+00
+32.700E+03,-76.53303E+00
+32.800E+03,-70.20811E+00
+32.900E+03,-72.06875E+00
+33.000E+03,-80.40810E+00
+33.100E+03,-72.93229E+00
+33.200E+03,-84.39313E+00
+33.300E+03,-79.33607E+00
+33.400E+03,-72.42619E+00
+33.500E+03,-69.85763E+00
+33.600E+03,-76.45017E+00
+33.700E+03,-75.24132E+00
+33.800E+03,-92.47300E+00
+33.900E+03,-73.21398E+00
+34.000E+03,-78.74219E+00
+34.100E+03,-77.56771E+00
+34.200E+03,-68.03456E+00
+34.300E+03,-79.25335E+00
+34.400E+03,-80.29307E+00
+34.500E+03,-68.02956E+00
+34.600E+03,-68.82573E+00
+34.700E+03,-74.96336E+00
+34.800E+03,-74.51139E+00
+34.900E+03,-71.35282E+00
+35.000E+03,-83.41368E+00
+35.100E+03,-68.19017E+00
+35.200E+03,-73.92644E+00
+35.300E+03,-73.65267E+00
+35.400E+03,-84.52472E+00
+35.500E+03,-71.42176E+00
+35.600E+03,-73.09641E+00
+35.700E+03,-78.17877E+00
+35.800E+03,-79.92262E+00
+35.900E+03,-83.54340E+00
+36.000E+03,-77.39376E+00
+36.100E+03,-79.69395E+00
+36.200E+03,-69.92714E+00
+36.300E+03,-78.34486E+00
+36.400E+03,-68.80729E+00
+36.500E+03,-71.53285E+00
+36.600E+03,-76.30810E+00
+36.700E+03,-78.13684E+00
+36.800E+03,-68.61927E+00
+36.900E+03,-74.83014E+00
+37.000E+03,-85.77547E+00
+37.100E+03,-71.26257E+00
+37.200E+03,-75.02485E+00
+37.300E+03,-71.59163E+00
+37.400E+03,-70.04984E+00
+37.500E+03,-81.50532E+00
+37.600E+03,-71.17475E+00
+37.700E+03,-70.68254E+00
+37.800E+03,-73.17685E+00
+37.900E+03,-85.17560E+00
+38.000E+03,-79.14838E+00
+38.100E+03,-75.41629E+00
+38.200E+03,-77.62167E+00
+38.300E+03,-67.42014E+00
+38.400E+03,-72.22632E+00
+38.500E+03,-77.40286E+00
+38.600E+03,-77.16069E+00
+38.700E+03,-70.99120E+00
+38.800E+03,-87.79488E+00
+38.900E+03,-65.19290E+00
+39.000E+03,-70.39285E+00
+39.100E+03,-74.34360E+00
+39.200E+03,-84.14117E+00
+39.300E+03,-76.61765E+00
+39.400E+03,-71.64506E+00
+39.500E+03,-71.47453E+00
+39.600E+03,-81.16141E+00
+39.700E+03,-73.00773E+00
+39.800E+03,-74.29731E+00
+39.900E+03,-76.94517E+00
+40.000E+03,-67.44337E+00
+40.100E+03,-74.18639E+00
+40.200E+03,-79.60130E+00
+40.300E+03,-70.60747E+00
+40.400E+03,-75.85572E+00
+40.500E+03,-78.37361E+00
+40.600E+03,-76.74246E+00
+40.700E+03,-69.72210E+00
+40.800E+03,-71.24660E+00
+40.900E+03,-69.82891E+00
+41.000E+03,-79.18919E+00
+41.100E+03,-66.20619E+00
+41.200E+03,-72.66846E+00
+41.300E+03,-72.48798E+00
+41.400E+03,-78.37816E+00
+41.500E+03,-74.60601E+00
+41.600E+03,-79.32609E+00
+41.700E+03,-80.62497E+00
+41.800E+03,-96.86799E+00
+41.900E+03,-68.78571E+00
+42.000E+03,-81.63840E+00
+42.100E+03,-77.26109E+00
+42.200E+03,-72.06862E+00
+42.300E+03,-83.61572E+00
+42.400E+03,-74.70738E+00
+42.500E+03,-76.04538E+00
+42.600E+03,-73.22064E+00
+42.700E+03,-78.68300E+00
+42.800E+03,-74.07232E+00
+42.900E+03,-72.86843E+00
+43.000E+03,-81.97955E+00
+43.100E+03,-76.50612E+00
+43.200E+03,-74.53651E+00
+43.300E+03,-73.34088E+00
+43.400E+03,-69.31828E+00
+43.500E+03,-69.39517E+00
+43.600E+03,-77.95714E+00
+43.700E+03,-77.56270E+00
+43.800E+03,-77.83725E+00
+43.900E+03,-79.42943E+00
+44.000E+03,-76.32731E+00
+44.100E+03,-75.79399E+00
+44.200E+03,-84.82849E+00
+44.300E+03,-73.75780E+00
+44.400E+03,-72.22386E+00
+44.500E+03,-79.58424E+00
+44.600E+03,-76.08186E+00
+44.700E+03,-76.48636E+00
+44.800E+03,-70.43383E+00
+44.900E+03,-69.67262E+00
+45.000E+03,-73.55554E+00
+45.100E+03,-69.09484E+00
+45.200E+03,-76.03943E+00
+45.300E+03,-79.89565E+00
+45.400E+03,-69.10255E+00
+45.500E+03,-80.63124E+00
+45.600E+03,-69.14014E+00
+45.700E+03,-68.62519E+00
+45.800E+03,-70.86919E+00
+45.900E+03,-70.82141E+00
+46.000E+03,-72.29965E+00
+46.100E+03,-68.60081E+00
+46.200E+03,-69.03878E+00
+46.300E+03,-74.33142E+00
+46.400E+03,-71.17733E+00
+46.500E+03,-73.29819E+00
+46.600E+03,-81.94709E+00
+46.700E+03,-68.40055E+00
+46.800E+03,-74.30128E+00
+46.900E+03,-76.08660E+00
+47.000E+03,-67.74750E+00
+47.100E+03,-81.89110E+00
+47.200E+03,-87.30092E+00
+47.300E+03,-74.20785E+00
+47.400E+03,-70.10782E+00
+47.500E+03,-74.80753E+00
+47.600E+03,-79.12841E+00
+47.700E+03,-77.17462E+00
+47.800E+03,-80.90175E+00
+47.900E+03,-79.99190E+00
+48.000E+03,-75.20638E+00
+48.100E+03,-71.56766E+00
+48.200E+03,-79.39401E+00
+48.300E+03,-74.79959E+00
+48.400E+03,-77.61682E+00
+48.500E+03,-79.98147E+00
+48.600E+03,-78.42132E+00
+48.700E+03,-76.82863E+00
+48.800E+03,-75.76272E+00
+48.900E+03,-77.11481E+00
+49.000E+03,-69.24763E+00
+49.100E+03,-69.61637E+00
+49.200E+03,-85.65034E+00
+49.300E+03,-75.92255E+00
+49.400E+03,-69.51380E+00
+49.500E+03,-66.33135E+00
+49.600E+03,-81.78882E+00
+49.700E+03,-73.97932E+00
+49.800E+03,-69.41659E+00
+49.900E+03,-70.49805E+00
+50.000E+03,-61.49556E+00
+50.100E+03,-69.48555E+00
+50.200E+03,-75.12119E+00
+50.300E+03,-70.68476E+00
+50.400E+03,-75.06812E+00
+50.500E+03,-73.35485E+00
+50.600E+03,-82.46226E+00
+50.700E+03,-77.16832E+00
+50.800E+03,-70.86603E+00
+50.900E+03,-68.35944E+00
+51.000E+03,-78.52497E+00
+51.100E+03,-86.94679E+00
+51.200E+03,-74.53023E+00
+51.300E+03,-69.24054E+00
+51.400E+03,-77.75685E+00
+51.500E+03,-72.13456E+00
+51.600E+03,-79.75345E+00
+51.700E+03,-72.54076E+00
+51.800E+03,-68.71797E+00
+51.900E+03,-77.83520E+00
+52.000E+03,-77.12931E+00
+52.100E+03,-85.62959E+00
+52.200E+03,-72.21247E+00
+52.300E+03,-71.04426E+00
+52.400E+03,-81.61417E+00
+52.500E+03,-72.54907E+00
+52.600E+03,-78.50772E+00
+52.700E+03,-81.53947E+00
+52.800E+03,-71.16131E+00
+52.900E+03,-74.68827E+00
+53.000E+03,-72.58167E+00
+53.100E+03,-74.61648E+00
+53.200E+03,-70.44030E+00
+53.300E+03,-76.11465E+00
+53.400E+03,-70.31646E+00
+53.500E+03,-74.29220E+00
+53.600E+03,-73.91647E+00
+53.700E+03,-81.80214E+00
+53.800E+03,-77.58894E+00
+53.900E+03,-74.68210E+00
+54.000E+03,-80.27714E+00
+54.100E+03,-73.37053E+00
+54.200E+03,-73.08874E+00
+54.300E+03,-72.02119E+00
+54.400E+03,-74.17633E+00
+54.500E+03,-73.26011E+00
+54.600E+03,-73.38967E+00
+54.700E+03,-71.71271E+00
+54.800E+03,-70.03804E+00
+54.900E+03,-87.09703E+00
+55.000E+03,-74.37571E+00
+55.100E+03,-78.85457E+00
+55.200E+03,-79.29028E+00
+55.300E+03,-78.71865E+00
+55.400E+03,-67.86233E+00
+55.500E+03,-72.15054E+00
+55.600E+03,-82.46570E+00
+55.700E+03,-78.00067E+00
+55.800E+03,-70.38041E+00
+55.900E+03,-76.02637E+00
+56.000E+03,-73.27169E+00
+56.100E+03,-88.26819E+00
+56.200E+03,-70.66751E+00
+56.300E+03,-71.47149E+00
+56.400E+03,-74.92169E+00
+56.500E+03,-70.00617E+00
+56.600E+03,-72.57449E+00
+56.700E+03,-93.24541E+00
+56.800E+03,-76.95034E+00
+56.900E+03,-71.19824E+00
+57.000E+03,-70.12444E+00
+57.100E+03,-81.82378E+00
+57.200E+03,-70.18176E+00
+57.300E+03,-71.94462E+00
+57.400E+03,-78.78902E+00
+57.500E+03,-86.26810E+00
+57.600E+03,-75.55262E+00
+57.700E+03,-73.63581E+00
+57.800E+03,-86.21117E+00
+57.900E+03,-76.74498E+00
+58.000E+03,-80.02708E+00
+58.100E+03,-83.20837E+00
+58.200E+03,-73.44809E+00
+58.300E+03,-70.74945E+00
+58.400E+03,-72.02873E+00
+58.500E+03,-76.05856E+00
+58.600E+03,-75.47766E+00
+58.700E+03,-71.09438E+00
+58.800E+03,-74.48628E+00
+58.900E+03,-69.48276E+00
+59.000E+03,-74.60664E+00
+59.100E+03,-82.81061E+00
+59.200E+03,-76.14151E+00
+59.300E+03,-70.68632E+00
+59.400E+03,-73.34116E+00
+59.500E+03,-92.71026E+00
+59.600E+03,-77.84439E+00
+59.700E+03,-93.56769E+00
+59.800E+03,-70.30094E+00
+59.900E+03,-81.41764E+00
+60.000E+03,-76.65304E+00
+60.100E+03,-75.84938E+00
+60.200E+03,-77.34890E+00
+60.300E+03,-71.46998E+00
+60.400E+03,-77.23220E+00
+60.500E+03,-71.24315E+00
+60.600E+03,-71.94887E+00
+60.700E+03,-99.94564E+00
+60.800E+03,-70.53453E+00
+60.900E+03,-74.81013E+00
+61.000E+03,-68.48325E+00
+61.100E+03,-69.12530E+00
+61.200E+03,-71.48309E+00
+61.300E+03,-84.18162E+00
+61.400E+03,-74.17177E+00
+61.500E+03,-79.28724E+00
+61.600E+03,-78.92492E+00
+61.700E+03,-68.50503E+00
+61.800E+03,-73.68959E+00
+61.900E+03,-70.84002E+00
+62.000E+03,-72.44455E+00
+62.100E+03,-70.90213E+00
+62.200E+03,-72.94844E+00
+62.300E+03,-72.07894E+00
+62.400E+03,-72.64134E+00
+62.500E+03,-79.00513E+00
+62.600E+03,-86.65855E+00
+62.700E+03,-72.36509E+00
+62.800E+03,-68.23639E+00
+62.900E+03,-70.22367E+00
+63.000E+03,-68.93628E+00
+63.100E+03,-72.20712E+00
+63.200E+03,-71.78737E+00
+63.300E+03,-79.35833E+00
+63.400E+03,-67.96287E+00
+63.500E+03,-77.71567E+00
+63.600E+03,-73.09271E+00
+63.700E+03,-72.98163E+00
+63.800E+03,-77.96208E+00
+63.900E+03,-72.58063E+00
+64.000E+03,-65.56117E+00
+64.100E+03,-77.04087E+00
+64.200E+03,-81.63063E+00
+64.300E+03,-79.89422E+00
+64.400E+03,-80.13530E+00
+64.500E+03,-71.85660E+00
+64.600E+03,-75.49404E+00
+64.700E+03,-68.37384E+00
+64.800E+03,-72.68579E+00
+64.900E+03,-73.02029E+00
+65.000E+03,-74.13687E+00
+65.100E+03,-85.30090E+00
+65.200E+03,-71.74908E+00
+65.300E+03,-70.22739E+00
+65.400E+03,-75.13625E+00
+65.500E+03,-74.04879E+00
+65.600E+03,-67.99357E+00
+65.700E+03,-71.13659E+00
+65.800E+03,-92.42318E+00
+65.900E+03,-72.81517E+00
+66.000E+03,-68.41911E+00
+66.100E+03,-79.92327E+00
+66.200E+03,-74.34477E+00
+66.300E+03,-73.60386E+00
+66.400E+03,-74.76269E+00
+66.500E+03,-70.61138E+00
+66.600E+03,-77.78129E+00
+66.700E+03,-82.80087E+00
+66.800E+03,-77.89125E+00
+66.900E+03,-73.40087E+00
+67.000E+03,-75.18447E+00
+67.100E+03,-94.92061E+00
+67.200E+03,-76.10566E+00
+67.300E+03,-68.64059E+00
+67.400E+03,-80.34809E+00
+67.500E+03,-68.59146E+00
+67.600E+03,-76.46030E+00
+67.700E+03,-71.29084E+00
+67.800E+03,-70.24991E+00
+67.900E+03,-78.64007E+00
+68.000E+03,-80.51595E+00
+68.100E+03,-76.18427E+00
+68.200E+03,-72.14139E+00
+68.300E+03,-75.52176E+00
+68.400E+03,-82.38287E+00
+68.500E+03,-76.44882E+00
+68.600E+03,-69.81907E+00
+68.700E+03,-84.82921E+00
+68.800E+03,-68.07324E+00
+68.900E+03,-77.41382E+00
+69.000E+03,-74.13117E+00
+69.100E+03,-80.78787E+00
+69.200E+03,-89.22408E+00
+69.300E+03,-70.02995E+00
+69.400E+03,-79.54586E+00
+69.500E+03,-70.66903E+00
+69.600E+03,-66.14368E+00
+69.700E+03,-72.66177E+00
+69.800E+03,-78.57992E+00
+69.900E+03,-72.76917E+00
+70.000E+03,-67.57765E+00
+70.100E+03,-77.15835E+00
+70.200E+03,-87.70290E+00
+70.300E+03,-69.46619E+00
+70.400E+03,-75.46226E+00
+70.500E+03,-71.45435E+00
+70.600E+03,-77.10543E+00
+70.700E+03,-76.72792E+00
+70.800E+03,-65.75503E+00
+70.900E+03,-80.34806E+00
+71.000E+03,-80.82671E+00
+71.100E+03,-74.44728E+00
+71.200E+03,-83.41083E+00
+71.300E+03,-66.59079E+00
+71.400E+03,-70.93139E+00
+71.500E+03,-79.93999E+00
+71.600E+03,-84.24266E+00
+71.700E+03,-75.66621E+00
+71.800E+03,-77.65419E+00
+71.900E+03,-72.11661E+00
+72.000E+03,-86.14001E+00
+72.100E+03,-80.27445E+00
+72.200E+03,-74.84068E+00
+72.300E+03,-75.43482E+00
+72.400E+03,-68.44283E+00
+72.500E+03,-69.59806E+00
+72.600E+03,-81.89002E+00
+72.700E+03,-83.70718E+00
+72.800E+03,-74.92067E+00
+72.900E+03,-73.36791E+00
+73.000E+03,-81.71407E+00
+73.100E+03,-82.44904E+00
+73.200E+03,-82.98942E+00
+73.300E+03,-74.17939E+00
+73.400E+03,-76.30734E+00
+73.500E+03,-73.06644E+00
+73.600E+03,-66.75909E+00
+73.700E+03,-69.25944E+00
+73.800E+03,-78.02041E+00
+73.900E+03,-75.48575E+00
+74.000E+03,-77.69874E+00
+74.100E+03,-71.54410E+00
+74.200E+03,-72.05340E+00
+74.300E+03,-78.07532E+00
+74.400E+03,-70.23801E+00
+74.500E+03,-78.11478E+00
+74.600E+03,-75.16080E+00
+74.700E+03,-77.65633E+00
+74.800E+03,-68.51007E+00
+74.900E+03,-98.05071E+00
+75.000E+03,-94.16606E+00
+75.100E+03,-76.69839E+00
+75.200E+03,-83.26771E+00
+75.300E+03,-76.29933E+00
+75.400E+03,-77.02621E+00
+75.500E+03,-70.60065E+00
+75.600E+03,-87.06591E+00
+75.700E+03,-73.95577E+00
+75.800E+03,-69.65105E+00
+75.900E+03,-76.76657E+00
+76.000E+03,-94.36243E+00
+76.100E+03,-73.32436E+00
+76.200E+03,-75.40453E+00
+76.300E+03,-77.74164E+00
+76.400E+03,-82.02198E+00
+76.500E+03,-74.66419E+00
+76.600E+03,-75.41837E+00
+76.700E+03,-85.24455E+00
+76.800E+03,-64.93562E+00
+76.900E+03,-72.81261E+00
+77.000E+03,-75.53852E+00
+77.100E+03,-74.88619E+00
+77.200E+03,-67.12747E+00
+77.300E+03,-79.45538E+00
+77.400E+03,-75.37256E+00
+77.500E+03,-68.45339E+00
+77.600E+03,-72.17866E+00
+77.700E+03,-70.23787E+00
+77.800E+03,-71.40111E+00
+77.900E+03,-82.42242E+00
+78.000E+03,-79.73519E+00
+78.100E+03,-69.47257E+00
+78.200E+03,-69.97971E+00
+78.300E+03,-79.09282E+00
+78.400E+03,-70.41743E+00
+78.500E+03,-70.56413E+00
+78.600E+03,-80.74952E+00
+78.700E+03,-74.35014E+00
+78.800E+03,-67.11779E+00
+78.900E+03,-74.84556E+00
+79.000E+03,-75.35753E+00
+79.100E+03,-70.91293E+00
+79.200E+03,-73.31003E+00
+79.300E+03,-76.69043E+00
+79.400E+03,-78.80325E+00
+79.500E+03,-88.03685E+00
+79.600E+03,-93.78398E+00
+79.700E+03,-69.17858E+00
+79.800E+03,-71.60013E+00
+79.900E+03,-73.25843E+00
+80.000E+03,-74.03966E+00
+80.100E+03,-71.06127E+00
+80.200E+03,-82.33315E+00
+80.300E+03,-69.18572E+00
+80.400E+03,-76.13981E+00
+80.500E+03,-70.13671E+00
+80.600E+03,-73.56300E+00
+80.700E+03,-77.34928E+00
+80.800E+03,-78.70713E+00
+80.900E+03,-69.94208E+00
+81.000E+03,-72.66515E+00
+81.100E+03,-73.60714E+00
+81.200E+03,-79.34013E+00
+81.300E+03,-82.45383E+00
+81.400E+03,-81.08360E+00
+81.500E+03,-69.73161E+00
+81.600E+03,-74.86482E+00
+81.700E+03,-83.89645E+00
+81.800E+03,-86.81255E+00
+81.900E+03,-77.86622E+00
+82.000E+03,-73.70621E+00
+82.100E+03,-76.69799E+00
+82.200E+03,-75.86320E+00
